Gene,Entrez Id,CFGa,CNVb,Differential Expressionc,GWASd,Linkage & Associatione,Sherlockf,Pascalg,Scoreh
GGTA1P,2681,no,no,yes,no,no,no,no,1
SNORD63,26785,no,no,no,no,no,no,yes,1
HAVCR1,26762,no,no,yes,no,no,no,no,1
GFRA3,2676,no,no,no,yes,no,no,no,1
GFRA1,2674,no,no,yes,no,no,no,no,1
OR1J2,26740,no,no,yes,no,no,no,no,1
OR2E1P,26719,no,no,no,yes,no,no,no,1
DAOA,267012,no,no,no,no,yes,no,no,1
NAP1L5,266812,no,no,yes,no,no,no,no,1
NPAS4,266743,no,no,yes,no,no,no,no,1
HS6ST3,266722,no,no,yes,no,no,no,no,1
LINC00094,266655,no,no,yes,no,no,no,no,1
SLC25A5P1,266623,no,no,no,yes,no,no,no,1
OFCC1,266553,no,no,yes,no,no,no,no,1
MRPL46,26589,no,no,yes,no,no,no,no,1
ITGB1BP2,26548,no,no,yes,no,no,no,no,1
LATS2,26524,no,no,yes,no,no,no,no,1
TIMM8B,26521,no,no,yes,no,no,no,no,1
GCNT2,2651,no,no,yes,no,no,no,no,1
PPP1R14B,26472,no,no,yes,no,no,no,no,1
GC,2638,no,no,no,no,yes,no,no,1
GBAS,2631,no,no,yes,no,no,no,no,1
HIBCH,26275,no,no,yes,no,no,no,no,1
FBXO8,26269,no,no,yes,no,no,no,no,1
OR2K2,26248,no,no,yes,no,no,no,no,1
FBXL21,26223,no,no,yes,no,no,no,no,1
OR2B6,26212,no,no,no,no,no,no,yes,1
KIF26A,26153,no,no,yes,no,no,no,no,1
ZBTB20,26137,no,no,yes,no,no,no,no,1
SERBP1,26135,no,no,yes,no,no,no,no,1
EPC2,26122,no,no,no,yes,no,no,no,1
EDRF1,26098,no,no,yes,no,no,no,no,1
ARHGEF26,26084,no,no,yes,no,no,no,no,1
UBXN7,26043,no,yes,no,no,no,no,no,1
MAGI3,260425,no,no,no,no,yes,no,no,1
ZNF451,26036,no,no,yes,no,no,no,no,1
OSBPL3,26031,no,no,no,yes,no,no,no,1
ULK3,25989,no,no,yes,no,no,no,no,1
TIPARP,25976,no,no,yes,no,no,no,no,1
GAP43,2596,no,no,yes,no,no,no,no,1
FAM98A,25940,no,no,yes,no,no,no,no,1
SAMHD1,25939,no,no,yes,no,no,no,no,1
CNRIP1,25927,no,no,yes,no,no,no,no,1
NCR3,259197,no,no,yes,no,no,no,no,1
ABI3BP,25890,no,no,yes,no,no,no,no,1
DFNB31,25861,no,no,yes,no,no,no,no,1
MOB4,25843,no,no,no,no,no,no,yes,1
METTL7A,25840,no,no,yes,no,no,no,no,1
NIPBL,25836,no,no,yes,no,no,no,no,1
PRDX5,25824,no,no,yes,no,no,no,no,1
DNAJB5,25822,no,no,yes,no,no,no,no,1
QPCT,25797,no,no,no,yes,no,no,no,1
GPX6,257202,no,no,no,yes,no,no,no,1
CFAP126,257177,no,no,yes,no,no,no,no,1
ZNF683,257101,no,no,yes,no,no,no,no,1
NPB,256933,no,no,yes,no,no,no,no,1
GABRP,2568,no,no,no,no,yes,no,no,1
GLIPR1L1,256710,no,no,yes,no,no,no,no,1
GABRG3,2567,no,yes,no,no,no,no,no,1
GABRG2,2566,no,no,no,no,yes,no,no,1
GABRE,2564,no,no,yes,no,no,no,no,1
GABRB2,2561,no,no,no,no,yes,no,no,1
C12orf79,256021,no,no,no,yes,no,no,no,1
GABRB1,2560,no,no,yes,no,no,no,no,1
GABRA6,2559,no,no,no,no,yes,no,no,1
GABRA5,2558,no,yes,no,no,no,no,no,1
TCTEX1D2,255758,no,yes,no,no,no,no,no,1
GABRA1,2554,no,no,no,no,yes,no,no,1
CSNK1G2-AS1,255193,no,no,yes,no,no,no,no,1
C4orf22,255119,no,no,yes,no,no,no,no,1
CBARP,255057,no,no,yes,no,no,no,no,1
MPV17L,255027,no,yes,no,no,no,no,no,1
XRCC6,2547,no,no,yes,no,no,no,no,1
SLC41A1,254428,no,no,yes,no,no,no,no,1
UBN2,254048,no,no,yes,no,no,no,no,1
CADM2,253559,no,no,yes,no,no,no,no,1
FYB,2533,no,no,yes,no,no,no,no,1
ACKR1,2532,no,no,no,no,yes,no,no,1
TTTY16,252948,no,no,yes,no,no,no,no,1
FUT7,2529,no,no,yes,no,no,no,no,1
ALPP/ALPPL2,250,no,no,yes,no,no,no,no,1
OLA1P1,246785,no,no,no,yes,no,no,no,1
STAC3,246329,no,no,no,yes,no,no,no,1
ALOX12,239,no,no,yes,no,no,no,no,1
MTCH2,23788,no,no,yes,no,no,no,no,1
MAFF,23764,no,no,yes,no,no,no,no,1
OSBP2,23762,no,no,yes,no,no,no,no,1
KCNE4,23704,no,no,yes,no,no,no,no,1
PPP1R15A,23645,no,no,yes,no,no,no,no,1
EDC4,23644,no,no,no,yes,no,no,no,1
SSBP2,23635,no,no,yes,no,no,no,no,1
CA14,23632,no,no,no,yes,no,no,no,1
TSSK2,23617,no,yes,no,no,no,no,no,1
CLEC5A,23601,no,no,yes,no,no,no,no,1
ORC3,23595,no,no,yes,no,no,no,no,1
ELP5,23587,no,no,yes,no,no,no,no,1
CCNDBP1,23582,no,no,yes,no,no,no,no,1
CASP14,23581,no,no,yes,no,no,no,no,1
DDAH1,23576,no,no,yes,no,no,no,no,1
FPR1,2357,no,no,yes,no,no,no,no,1
DDAH2,23564,no,no,yes,no,no,no,no,1
FOSB,2354,no,no,yes,no,no,no,no,1
PRAME,23532,no,no,yes,no,no,no,no,1
FOS,2353,no,no,yes,no,no,no,no,1
CABIN1,23523,no,yes,no,no,no,no,no,1
SEC11A,23478,no,no,no,no,no,no,yes,1
QPRT,23475,no,yes,no,no,no,no,no,1
CAPN7,23473,no,no,yes,no,no,no,no,1
HARS2,23438,no,no,no,yes,no,no,no,1
LINC01565,23434,no,no,yes,no,no,no,no,1
CRB1,23418,no,no,yes,no,no,no,no,1
ZFPM2,23414,no,no,yes,no,no,no,no,1
MED13L,23389,no,no,yes,no,no,no,no,1
U2SURP,23350,no,no,yes,no,no,no,no,1
FN1,2335,no,no,no,no,yes,no,no,1
PHF24,23349,no,no,yes,no,no,no,no,1
SMCHD1,23347,no,no,yes,no,no,no,no,1
RPGRIP1L,23322,no,no,no,no,yes,no,no,1
TMEM194A,23306,no,no,no,yes,no,no,no,1
UBR2,23304,no,no,yes,no,no,no,no,1
FMO5,2330,no,yes,no,no,no,no,no,1
CAMTA1,23261,no,no,yes,no,no,no,no,1
ASTN2,23245,no,yes,no,no,no,no,no,1
ARC,23237,no,no,yes,no,no,no,no,1
DNAJC9,23234,no,no,yes,no,no,no,no,1
RRP12,23223,no,no,yes,no,no,no,no,1
JMJD6,23210,no,no,yes,no,no,no,no,1
MLC1,23209,no,no,no,no,yes,no,no,1
SYT11,23208,no,no,no,no,yes,no,no,1
CYFIP1,23191,no,yes,no,no,no,no,no,1
LARP4B,23185,no,no,yes,no,no,no,no,1
METAP1,23173,no,no,yes,no,no,no,no,1
STAB1,23166,no,no,no,yes,no,no,no,1
ANKLE2,23141,no,no,yes,no,no,no,no,1
PHF8,23133,no,no,yes,no,no,no,no,1
TNRC6B,23112,no,no,yes,no,no,no,no,1
PEG10,23089,no,no,yes,no,no,no,no,1
ZHX3,23051,no,no,yes,no,no,no,no,1
TNIK,23043,yes,no,no,no,no,no,no,1
PDXDC1,23042,no,yes,no,no,no,no,no,1
MYT1L,23040,no,yes,no,no,no,no,no,1
PDZD2,23037,no,no,yes,no,no,no,no,1
DOPEY1,23033,no,no,yes,no,no,no,no,1
PALLD,23022,no,no,yes,no,no,no,no,1
SPEN,23013,no,no,yes,no,no,no,no,1
RIMS1,22999,no,no,no,yes,no,no,no,1
PCNX,22990,no,no,no,no,no,no,yes,1
PDCD11,22984,no,no,no,yes,no,no,no,1
DIP2C,22982,no,no,yes,no,no,no,no,1
EFR3B,22979,no,no,yes,no,no,no,no,1
P2RX2,22953,no,no,yes,no,no,no,no,1
RAB18,22931,yes,no,no,no,no,no,no,1
ATF6,22926,no,no,yes,no,no,no,no,1
NCBP2,22916,no,yes,no,no,no,no,no,1
FAN1,22909,no,yes,no,no,no,no,no,1
ALDOB,229,no,no,yes,no,no,no,no,1
RPH3A,22895,no,no,yes,no,no,no,no,1
FKBP5,2289,no,no,yes,no,no,no,no,1
ZHX2,22882,no,no,yes,no,no,no,no,1
FKBP4,2288,no,no,yes,no,no,no,no,1
MON1B,22879,no,no,yes,no,no,no,no,1
DZIP1,22873,no,no,yes,no,no,no,no,1
CNKSR2,22866,no,no,no,yes,no,no,no,1
R3HDM2,22864,no,no,no,yes,no,no,no,1
NTNG1,22854,no,no,no,no,yes,no,no,1
ZNF507,22847,no,no,yes,no,no,no,no,1
RHOBTB3,22836,no,no,yes,no,no,no,no,1
KIAA0894,22833,no,no,yes,no,no,no,no,1
PHLDA1,22822,no,no,yes,no,no,no,no,1
TDGF1P6,22813,no,no,no,yes,no,no,no,1
FHL1,2273,no,no,yes,no,no,no,no,1
FGL1,2267,no,no,yes,no,no,no,no,1
GPC5,2262,no,no,yes,no,no,no,no,1
ALDOA,226,no,no,no,yes,no,no,no,1
FGF13,2258,no,no,yes,no,no,no,no,1
FGF12,2257,no,no,yes,no,no,no,no,1
MAPK15,225689,no,no,yes,no,no,no,no,1
FGF5,2250,no,no,yes,no,no,no,no,1
FGF2,2247,no,no,yes,no,no,no,no,1
FGF1,2246,no,no,no,no,yes,no,no,1
FEN1,2237,no,no,yes,no,no,no,no,1
ALDH9A1,223,no,no,yes,no,no,no,no,1
TOB2P1,222699,no,no,no,no,no,no,yes,1
HS3ST5,222537,no,no,yes,no,no,no,no,1
ATXN7L1,222255,no,no,yes,no,no,no,no,1
CCZ1B,221960,no,no,yes,no,no,no,no,1
FCN1,2219,no,no,yes,no,no,no,no,1
ZSCAN12P1,221584,no,no,no,no,no,no,yes,1
LEMD2,221496,no,no,no,no,no,no,yes,1
RSPH9,221421,no,no,yes,no,no,no,no,1
SLC39A12,221074,no,no,yes,no,no,no,no,1
FCGR1A,2209,no,no,yes,no,no,no,no,1
ERICH6B,220081,no,no,yes,no,no,no,no,1
CYB561A3,220002,no,no,yes,no,no,no,no,1
STOX1,219736,no,no,yes,no,no,no,no,1
GSX1,219409,no,no,yes,no,no,no,no,1
BPTF,2186,no,no,yes,no,no,no,no,1
FABP7,2173,yes,no,no,no,no,no,no,1
F12,2161,no,no,no,no,yes,no,no,1
ALDH1A1,216,yes,no,no,no,no,no,no,1
F11,2160,no,no,yes,no,no,no,no,1
F3,2152,no,no,yes,no,no,no,no,1
ETV5,2119,no,no,yes,no,no,no,no,1
ETV4,2118,no,no,yes,no,no,no,no,1
ERCC4,2072,no,no,no,yes,no,no,no,1
ERCC3,2071,no,no,yes,no,no,no,no,1
AKT1,207,no,no,no,no,yes,no,no,1
ERBB3,2065,no,no,no,no,yes,no,no,1
SENP5,205564,no,yes,no,no,no,no,no,1
EPHX2,2053,no,no,no,yes,no,no,no,1
EPHX1,2052,no,no,yes,no,no,no,no,1
AK4,205,no,no,yes,no,no,no,no,1
DMTN,2039,no,no,yes,no,no,no,no,1
EPB41L2,2037,no,no,no,no,no,yes,no,1
EPB41,2035,no,no,yes,no,no,no,no,1
ZCCHC5,203430,no,no,yes,no,no,no,no,1
ENSA,2029,no,no,no,no,yes,no,no,1
STK32A,202374,no,no,yes,no,no,no,no,1
RANBP3L,202151,no,no,yes,no,no,no,no,1
TAPT1,202018,no,no,yes,no,no,no,no,1
EMX2,2018,no,no,yes,no,no,no,no,1
SLC10A4,201780,no,no,yes,no,no,no,no,1
SPNS3,201305,no,no,yes,no,no,no,no,1
RDM1,201299,no,no,yes,no,no,no,no,1
UNC13D,201294,no,no,yes,no,no,no,no,1
TVP23C,201158,no,yes,no,no,no,no,no,1
FBXO45,200933,no,yes,no,no,no,no,no,1
SLC51A,200931,no,no,yes,no,no,no,no,1
C3orf67,200844,no,yes,no,no,no,no,no,1
FOXD4L1,200350,no,no,yes,no,no,no,no,1
PLD5,200150,no,no,yes,no,no,no,no,1
A2M,2,no,no,yes,no,no,no,no,1
NBPF11,200030,no,yes,no,no,no,no,no,1
ZNF585A,199704,no,no,yes,no,no,no,no,1
ELAVL2,1993,no,no,yes,no,no,no,no,1
EIF5,1983,no,no,no,no,no,no,yes,1
EIF4A2,1974,no,no,no,no,no,yes,no,1
MLKL,197259,no,no,yes,no,no,no,no,1
LDHD,197257,no,no,yes,no,no,no,no,1
AMN1,196394,no,no,yes,no,no,no,no,1
METTL15,196074,no,no,yes,no,no,no,no,1
EGR3,1960,no,no,no,no,yes,no,no,1
EGR2,1959,no,no,yes,no,no,no,no,1
EGFR,1956,no,no,yes,no,no,no,no,1
EGF,1950,no,no,no,no,yes,no,no,1
EEF2,1938,no,no,yes,no,no,no,no,1
EEF1A2,1917,no,no,yes,no,no,no,no,1
EDN3,1908,no,no,yes,no,no,no,no,1
S1PR1,1901,no,no,yes,no,no,no,no,1
ECM1,1893,no,no,yes,no,no,no,no,1
TOR1A,1861,no,no,yes,no,no,no,no,1
DYRK1A,1859,no,no,yes,no,no,no,no,1
AGTR1,185,no,no,yes,no,no,no,no,1
DUSP7,1849,no,no,yes,no,no,no,no,1
DUSP6,1848,no,no,yes,no,no,no,no,1
DUSP4,1846,no,no,yes,no,no,no,no,1
DUSP1,1843,no,no,yes,no,no,no,no,1
AGT,183,no,no,yes,no,no,no,no,1
DSC3,1825,no,no,yes,no,no,no,no,1
DSC2,1824,no,no,yes,no,no,no,no,1
DRD5,1816,no,no,no,no,yes,no,no,1
DRD3,1814,no,no,no,no,yes,no,no,1
DR1,1810,no,no,yes,no,no,no,no,1
DPYSL2,1808,no,no,no,no,yes,no,no,1
DPP4,1803,no,no,no,yes,no,no,no,1
DYNC1I2,1781,no,no,yes,no,no,no,no,1
DNASE1,1773,no,yes,no,no,no,no,no,1
DNM1,1759,no,no,yes,no,no,no,no,1
DMD,1756,no,no,yes,no,no,no,no,1
DLX4,1748,no,no,yes,no,no,no,no,1
DLG2,1740,no,yes,no,no,no,no,no,1
DIAPH2,1730,no,no,yes,no,no,no,no,1
NQO1,1728,no,no,yes,no,no,no,no,1
PTCRA,171558,no,no,yes,no,no,no,no,1
NLRP6,171389,no,no,yes,no,no,no,no,1
ASXL1,171023,no,no,yes,no,no,no,no,1
OIT3,170392,no,no,yes,no,no,no,no,1
C10orf128,170371,no,no,yes,no,no,no,no,1
DFNA5,1687,no,no,no,yes,no,no,no,1
ZNF92,168374,no,no,yes,no,no,no,no,1
DES,1674,no,no,no,no,yes,no,no,1
CDC20B,166979,no,no,yes,no,no,no,no,1
FREM3,166752,no,no,yes,no,no,no,no,1
DECR1,1666,no,no,yes,no,no,no,no,1
DHX15,1665,no,no,yes,no,no,no,no,1
RNF168,165918,no,yes,no,no,no,no,no,1
SPTSSB,165679,no,no,yes,no,no,no,no,1
DDT,1652,no,no,yes,no,no,no,no,1
GADD45A,1647,no,no,yes,no,no,no,no,1
AKR1C2,1646,no,no,yes,no,no,no,no,1
AKR1C1,1645,no,no,yes,no,no,no,no,1
DDB1,1642,no,no,yes,no,no,no,no,1
LEXM,163747,no,no,yes,no,no,no,no,1
CITED4,163732,no,no,yes,no,no,no,no,1
DCTD,1635,no,no,yes,no,no,no,no,1
LGI4,163175,no,no,yes,no,no,no,no,1
ZNF519,162655,no,no,yes,no,no,no,no,1
DBI,1622,no,no,no,no,yes,no,no,1
OTUD7A,161725,no,yes,no,no,no,no,no,1
TMEM30B,161291,no,no,yes,no,no,no,no,1
DAO,1610,no,no,no,no,yes,no,no,1
DGKH,160851,no,no,yes,no,no,no,no,1
DGKG,1608,no,no,yes,no,no,no,no,1
C12orf50,160419,no,no,yes,no,no,no,no,1
C11orf65,160140,no,no,yes,no,no,no,no,1
AARS,16,no,no,yes,no,no,no,no,1
CYP24A1,1591,no,no,yes,no,no,no,no,1
CXorf38,159013,no,no,yes,no,no,no,no,1
NKAPP1,158801,no,no,yes,no,no,no,no,1
CYP19A1,1588,no,no,yes,no,no,no,no,1
LOC158435,158435,no,no,yes,no,no,no,no,1
TMEM74,157753,no,no,yes,no,no,no,no,1
CYP2D8P,1568,no,no,no,yes,no,no,no,1
CYP2D7P1,1564,no,no,no,no,no,no,yes,1
NSUN5P1,155400,no,no,yes,no,no,no,no,1
CYP1A2,1544,no,no,no,no,yes,no,no,1
PNLDC1,154197,no,no,yes,no,no,no,no,1
SLC2A12,154091,no,no,yes,no,no,no,no,1
SAMD3,154075,no,no,yes,no,no,no,no,1
ZMAT2,153527,no,no,no,yes,no,no,no,1
PLEKHG4B,153478,no,no,yes,no,no,no,no,1
CXADR,1525,no,no,yes,no,no,no,no,1
CNTN4,152330,no,no,no,yes,no,no,no,1
NCBP2-AS2,152217,no,no,yes,no,no,no,no,1
ZCWPW2,152098,no,yes,no,no,no,no,no,1
PPP4R2,151987,no,no,yes,no,no,no,no,1
ADRA2B,151,no,no,yes,no,no,no,no,1
TCF23,150921,no,no,yes,no,no,no,no,1
FAM117B,150864,no,no,yes,no,no,no,no,1
CTRL,1506,no,no,no,yes,no,no,no,1
LINC01102,150568,no,no,yes,no,no,no,no,1
TTL,150465,no,no,no,no,yes,no,no,1
CHADL,150356,no,no,no,yes,no,no,no,1
AIFM3,150209,no,yes,no,no,no,no,no,1
CTNND2,1501,no,yes,no,no,no,no,no,1
CTNND1,1500,no,no,no,yes,no,no,no,1
ABCC13,150000,no,no,yes,no,no,no,no,1
LIPI,149998,no,no,yes,no,no,no,no,1
CTNNB1,1499,no,no,yes,no,no,no,no,1
C20orf196,149840,no,no,yes,no,no,no,no,1
LINC00654,149837,no,no,yes,no,no,no,no,1
APCDD1L-AS1,149773,no,no,yes,no,no,no,no,1
CTNNA1,1495,no,no,no,yes,no,no,no,1
BNIPL,149428,no,no,yes,no,no,no,no,1
MOB3C,148932,no,no,yes,no,no,no,no,1
CTBP2,1488,no,no,yes,no,no,no,no,1
ANKRD35,148741,no,yes,no,no,no,no,no,1
CTBP1,1487,no,no,yes,no,no,no,no,1
TMEM56,148534,no,no,yes,no,no,no,no,1
C1orf51,148523,no,no,no,yes,no,no,no,1
C1orf127,148345,no,no,yes,no,no,no,no,1
C1orf74,148304,no,no,yes,no,no,no,no,1
DIRAS1,148252,no,no,yes,no,no,no,no,1
ZNF98,148198,no,no,yes,no,no,no,no,1
CDC42EP5,148170,no,no,yes,no,no,no,no,1
ZNF599,148103,no,no,yes,no,no,no,no,1
ADRA1A,148,no,no,no,no,yes,no,no,1
TMC4,147798,no,no,yes,no,no,no,no,1
CST4,1472,no,no,yes,no,no,no,no,1
UNC45B,146862,no,no,yes,no,no,no,no,1
PIK3R6,146850,no,no,yes,no,no,no,no,1
CDRT15,146822,no,yes,no,no,no,no,no,1
TCAM1P,146771,no,no,yes,no,no,no,no,1
RTN4RL1,146760,no,no,yes,no,no,no,no,1
CSRP2,1466,no,no,yes,no,no,no,no,1
SSTR5-AS1,146336,no,no,yes,no,no,no,no,1
NCAN,1463,no,no,no,yes,no,no,no,1
RLTPR,146206,no,no,no,yes,no,no,no,1
ADRA1D,146,no,no,yes,no,no,no,no,1
CSNK2B,1460,no,no,no,no,no,yes,no,1
C2CD4A,145741,no,no,yes,no,no,no,no,1
PTGR2,145482,no,no,yes,no,no,no,no,1
LINC00637,145216,no,no,no,no,no,no,yes,1
KRT80,144501,no,no,yes,no,no,no,no,1
CSF2RB,1439,no,no,no,no,yes,no,no,1
CSF2RA,1438,no,no,no,no,yes,no,no,1
MUC15,143662,no,no,yes,no,no,no,no,1
CSF1,1435,no,no,yes,no,no,no,no,1
OR52B4,143496,no,no,yes,no,no,no,no,1
VTI1A,143187,no,no,yes,no,no,no,no,1
FRMPD2,143162,no,no,yes,no,no,no,no,1
CRYM,1428,no,no,yes,no,no,no,no,1
ASB14,142686,no,no,yes,no,no,no,no,1
CRYBA2,1412,no,no,yes,no,no,no,no,1
CRYAB,1410,no,no,yes,no,no,no,no,1
STK35,140901,no,no,yes,no,no,no,no,1
RBBP8NL,140893,no,no,yes,no,no,no,no,1
DYNLL2,140735,no,no,yes,no,no,no,no,1
MACROD2,140733,no,yes,no,no,no,no,no,1
CBLN4,140689,no,no,yes,no,no,no,no,1
CHODL,140578,no,no,yes,no,no,no,no,1
COX11P1,140468,no,no,no,yes,no,no,no,1
HAPLN1,1404,no,no,yes,no,no,no,no,1
CRP,1401,no,no,no,no,yes,no,no,1
CRKL,1399,no,yes,no,no,no,no,no,1
CRIP1,1396,no,no,yes,no,no,no,no,1
UPRT,139596,no,no,yes,no,no,no,no,1
CRHBP,1393,no,no,yes,no,no,no,no,1
CRH,1392,no,no,yes,no,no,no,no,1
DBH-AS1,138948,no,no,yes,no,no,no,no,1
CREBL2,1389,no,no,yes,no,no,no,no,1
OR13C4,138804,no,no,yes,no,no,no,no,1
OR13C3,138803,no,no,yes,no,no,no,no,1
ATF6B,1388,no,no,yes,no,no,no,no,1
ARID3C,138715,no,no,yes,no,no,no,no,1
LETM2,137994,no,no,no,no,no,no,yes,1
ADORA2B,136,no,no,yes,no,no,no,no,1
CPA1,1357,no,no,yes,no,no,no,no,1
CP,1356,no,no,yes,no,no,no,no,1
C6orf141,135398,no,no,yes,no,no,no,no,1
CD109,135228,no,no,yes,no,no,no,no,1
PACRG,135138,no,no,yes,no,no,no,no,1
STXBP5,134957,no,no,yes,no,no,no,no,1
COX7B,1349,no,no,yes,no,no,no,no,1
CLVS2,134829,no,no,yes,no,no,no,no,1
RIPPLY2,134701,no,no,yes,no,no,no,no,1
COX6C,1345,no,no,yes,no,no,no,no,1
AFAP1L1,134265,no,no,no,no,yes,no,no,1
COX6B1,1340,no,no,yes,no,no,no,no,1
NADK2,133686,no,no,yes,no,no,no,no,1
SLCO6A1,133482,no,no,no,yes,no,no,no,1
ADM,133,no,no,yes,no,no,no,no,1
C3orf49,132200,no,no,no,yes,no,no,no,1
ZDHHC19,131540,no,yes,no,no,no,no,no,1
CHCHD4,131474,no,no,yes,no,no,no,no,1
CPNE4,131034,no,no,yes,no,no,no,no,1
COL17A1,1308,no,no,yes,no,no,no,no,1
CPO,130749,no,no,no,no,yes,no,no,1
ZFAND2B,130617,no,no,yes,no,no,no,no,1
FBLN7,129804,no,no,yes,no,no,no,no,1
COL8A2,1296,no,no,yes,no,no,no,no,1
COL6A2,1292,no,no,yes,no,no,no,no,1
C22orf25,128989,no,yes,no,no,no,no,no,1
FAM83C,128876,no,no,yes,no,no,no,no,1
APOA1BP,128240,no,no,yes,no,no,no,no,1
COL4A1,1282,no,no,yes,no,no,no,no,1
LIX1L,128077,no,yes,no,no,no,no,no,1
COL1A1,1277,no,no,yes,no,no,no,no,1
LRRIQ3,127255,no,no,no,yes,no,no,no,1
OR14C36,127066,no,no,yes,no,no,no,no,1
IFFO2,126917,no,no,yes,no,no,no,no,1
KDF1,126695,no,no,yes,no,no,no,no,1
SHE,126669,no,no,no,no,yes,no,no,1
CNN2,1265,no,no,yes,no,no,no,no,1
ZNF57,126295,no,no,yes,no,no,no,no,1
LOXHD1,125336,no,no,yes,no,no,no,no,1
CYB5D2,124936,no,no,yes,no,no,no,no,1
SLC43A2,124935,no,no,yes,no,no,no,no,1
KIF19,124602,no,no,yes,no,no,no,no,1
SNX20,124460,no,no,yes,no,no,no,no,1
ABCC2,1244,no,no,yes,no,no,no,no,1
NRN1L,123904,no,no,no,yes,no,no,no,1
NTAN1,123803,no,yes,no,no,no,no,no,1
WHAMM,123720,no,no,yes,no,no,no,no,1
NIPA1,123606,no,yes,no,no,no,no,no,1
LRRC28,123355,no,no,yes,no,no,no,no,1
KLHL33,123103,no,no,yes,no,no,no,no,1
DEGS2,123099,no,no,yes,no,no,no,no,1
TC2N,123036,no,no,yes,no,no,no,no,1
TPPP2,122664,no,no,yes,no,no,no,no,1
RXFP2,122042,no,no,yes,no,no,no,no,1
BTBD11,121551,no,no,yes,no,no,no,no,1
GTSF1,121355,no,no,yes,no,no,no,no,1
ZNF641,121274,no,no,yes,no,no,no,no,1
CLTA,1211,no,no,yes,no,no,no,no,1
TMEM52B,120939,no,no,yes,no,no,no,no,1
SERPINA3,12,no,no,yes,no,no,no,no,1
C10orf32,119032,no,no,no,yes,no,no,no,1
ANKRD22,118932,no,no,yes,no,no,no,no,1
MMP21,118856,no,no,yes,no,no,no,no,1
CLCN3,1182,no,no,no,yes,no,no,no,1
CLC,1178,no,no,yes,no,no,no,no,1
AP2S1,1175,no,no,yes,no,no,no,no,1
IP6K3,117283,no,no,yes,no,no,no,no,1
ADCYAP1R1,117,no,no,yes,no,no,no,no,1
TLCD1,116238,no,no,yes,no,no,no,no,1
TM4SF19,116211,no,yes,no,no,no,no,no,1
ADCYAP1,116,yes,no,no,no,no,no,no,1
LYSMD3,116068,no,no,yes,no,no,no,no,1
NXNL1,115861,no,no,yes,no,no,no,no,1
DHRS1,115817,no,no,yes,no,no,no,no,1
C12orf56,115749,no,no,yes,no,no,no,no,1
UHRF2,115426,no,yes,no,no,no,no,no,1
DDIT4L,115265,no,no,yes,no,no,no,no,1
SLC26A9,115019,no,no,yes,no,no,no,no,1
MB21D1,115004,no,no,yes,no,no,no,no,1
FHAD1,114827,no,no,yes,no,no,no,no,1
SCAND3,114821,no,no,no,yes,no,no,no,1
CSPG4P5,114817,no,no,yes,no,no,no,no,1
TUBGCP5,114791,no,yes,no,no,no,no,no,1
CSMD3,114788,no,yes,no,no,no,no,no,1
SNORD15B,114599,no,no,yes,no,no,no,no,1
SLC2A13,114134,no,no,yes,no,no,no,no,1
CHRNB2,1141,no,no,no,no,yes,no,no,1
WBSCR22,114049,no,no,yes,no,no,no,no,1
ADCY8,114,no,no,yes,no,no,no,no,1
C12orf57,113246,no,no,yes,no,no,no,no,1
ECD,11319,no,no,yes,no,no,no,no,1
IZUMO4,113177,no,no,yes,no,no,no,no,1
VPS45,11311,no,no,no,yes,no,no,no,1
PTH2,113091,no,no,yes,no,no,no,no,1
ATXN2L,11273,no,yes,no,no,no,no,no,1
PRR4,11272,no,no,yes,no,no,no,no,1
SNF8,11267,no,no,yes,no,no,no,no,1
MRAP2,112609,no,no,yes,no,no,no,no,1
PRRT2,112476,no,yes,no,no,no,no,no,1
GALNT5,11227,no,no,yes,no,no,no,no,1
TREX2,11219,no,no,yes,no,no,no,no,1
LZTS1,11178,no,no,no,no,yes,no,no,1
CHI3L2,1117,no,no,yes,no,no,no,no,1
FAM107A,11170,no,no,yes,no,no,no,no,1
NUDT6,11162,no,no,yes,no,no,no,no,1
CORO1A,11151,no,no,yes,no,no,no,no,1
CHGA,1113,no,no,no,no,yes,no,no,1
CD160,11126,no,yes,no,no,no,no,no,1
BTN2A1,11120,no,no,no,no,no,no,yes,1
BTN3A1,11119,no,no,no,no,no,no,yes,1
BTN3A2,11118,no,no,no,no,no,no,yes,1
CIT,11113,no,yes,no,no,no,no,no,1
PRSS23,11098,no,yes,no,no,no,no,no,1
DNAJB4,11080,no,no,yes,no,no,no,no,1
TRIOBP,11078,no,no,yes,no,no,no,no,1
STMN2,11075,no,no,yes,no,no,no,no,1
RAPGEF4,11069,no,no,yes,no,no,no,no,1
C10orf10,11067,no,no,yes,no,no,no,no,1
UBE2C,11065,no,no,yes,no,no,no,no,1
CNTRL,11064,no,no,yes,no,no,no,no,1
CPSF6,11052,no,no,yes,no,no,no,no,1
DSTN,11034,no,no,yes,no,no,no,no,1
RAB31,11031,no,no,yes,no,no,no,no,1
RBPMS,11030,no,no,yes,no,no,no,no,1
CHAT,1103,no,no,no,no,yes,no,no,1
LILRA3,11026,no,no,yes,no,no,no,no,1
CHAD,1101,no,no,yes,no,no,no,no,1
GLIPR1,11010,no,no,yes,no,no,no,no,1
SLC27A3,11000,no,no,yes,no,no,no,no,1
